Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
32,527451410,1.67232170145664,RM,-2.7245073086139726,-2.9896356048735555,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,1.3660588050677434,TA,TA,CBlock,TA,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,525.0,-1.2007045379002146,GasA,TA,Y,SBrkr,-2.335927548742983,567,-0.11764705882352938,-0.8135734445511426,0.0,-0.2520334722678233,1,1,3,-0.16559760788883857,TA,6,Typ,0,,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Family,88000
33,527452190,1.3480369764281728,RL,-0.7420904074494065,-1.5104634320057044,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,,-0.8005598681826974,TA,TA,CBlock,Gd,TA,No,ALQ,0.40699227374913727,Unf,-0.3689137607610984,709.0,0.09744125880005851,GasA,TA,Y,SBrkr,-0.07979465126124127,0,-0.11764705882352938,-0.8794185255724037,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,TA,4,Typ,1,Fa,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,-0.9506828398842129,0.7750329036674317,-0.4309900586356161,-0.11309063567309342,3.2319360702844504,-0.06675802219656336,,,,-0.19087792627196232,7,2010,WD ,Normal,127500
34,527453130,1.67232170145664,RL,-2.499949266439423,-2.4942657082799267,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,,-0.8005598681826974,TA,TA,CBlock,TA,TA,No,ALQ,0.6077748534715264,Unf,-0.3689137607610984,341.0,-0.3875397087460025,GasA,TA,Y,SBrkr,-0.7782602272324317,601,-0.11764705882352938,0.07424735783655449,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,1,TA,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,1.0496638576876434,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,149900
35,527453150,1.3480369764281728,RL,-2.499949266439423,-2.4942657082799267,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,,-0.8005598681826974,TA,TA,CBlock,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,836.0,-0.43195406683288007,GasA,Ex,Y,SBrkr,-0.8490471728946749,0,-0.11764705882352938,-1.641361129804304,0.0,-0.2520334722678233,1,0,2,-0.16559760788883857,TA,4,Typ,0,,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,-0.9506828398842129,0.4913786006183695,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,120000
36,527454200,1.67232170145664,RL,-2.499949266439423,-2.4942657082799267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,,-0.8005598681826974,TA,TA,CBlock,Gd,TA,No,ALQ,0.3291303443163245,Unf,-0.3689137607610984,544.0,-0.3875397087460025,GasA,Fa,Y,SBrkr,-0.7782602272324317,601,-0.11764705882352938,0.07424735783655449,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,7,Typ,1,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,0.4191135331075396,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2010,WD ,Normal,146000
37,528108120,0.4810564716684044,RL,1.4535538467171956,0.713830969444964,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,1.2242534367520566,Ex,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1590.0,1.189666504436177,GasA,Ex,Y,SBrkr,1.2084314449772096,707,-0.11764705882352938,1.522303193716017,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Ex,10,Typ,1,Gd,Attchd,2009.0,Fin,3.0,751.0,TA,TA,Y,0.9919734095971722,1.2005902180539048,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2010,New,Partial,376162
38,528112020,-1.1612617398535,RL,1.2945466180208514,0.4805241375453237,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.2621999447937062,Gd,TA,PConc,Ex,TA,No,GLQ,1.167549627457467,Unf,-0.3689137607610984,486.0,1.4160056244620791,GasA,Ex,Y,SBrkr,1.3482752925318064,0,-0.11764705882352938,0.5580419526221361,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3.0,772.0,TA,TA,Y,-0.9506828398842129,0.729916677821697,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,306000
39,528120060,-1.1612617398535,RL,0.6717555159536197,0.23346778122239056,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,1.3901339745540473,Ex,TA,PConc,Ex,TA,Av,GLQ,1.390315162602372,Unf,-0.3689137607610984,284.0,1.8541008189059425,GasA,Ex,Y,SBrkr,1.7384749085350362,0,-0.11764705882352938,0.9561560376844359,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Ex,8,Typ,1,Gd,Attchd,2010.0,Fin,3.0,606.0,TA,TA,Y,1.0404937517253081,1.0369271568982177,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,New,Partial,395192
40,528120090,-1.1612617398535,RL,1.132727135287705,0.7178524686048882,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,1.3040745708727726,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1544.0,1.097220193549593,GasA,Ex,Y,SBrkr,1.049605211105049,0,-0.11764705882352938,0.25488537213558377,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2009.0,RFn,3.0,868.0,TA,TA,Y,-0.9506828398842129,0.5627415813298232,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,New,Partial,290941
41,528120100,-1.1612617398535,RL,1.1734547338095525,0.6024221740176784,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.283270356546985,Gd,TA,PConc,Gd,TA,Mn,BLQ,1.157520271216907,Unf,-0.3689137607610984,340.0,1.0911678275835996,GasA,Ex,Y,SBrkr,1.043696154829821,0,-0.11764705882352938,0.24890118748098547,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,-0.9506828398842129,0.8899516544268634,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,New,Partial,220000
42,528120120,-1.1612617398535,RL,0.9679239650027485,0.4879765805418019,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.432546386196796,Gd,TA,PConc,Ex,TA,No,GLQ,-0.15447542747982584,Unf,-0.3689137607610984,1588.0,1.4041875556284575,GasA,Ex,Y,SBrkr,1.3376214172442402,0,-0.11764705882352938,0.5472047124474387,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Ex,7,Typ,1,Gd,Attchd,2005.0,Fin,3.0,730.0,TA,TA,Y,1.082088066468934,0.9165794896172812,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,275000
43,528138020,-1.1612617398535,RL,0.4977010494326132,0.9091209515193578,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,1.2933873714421704,Gd,TA,PConc,Ex,TA,No,GLQ,-0.6348821384592918,Unf,-0.3689137607610984,1794.0,1.6464106981524973,GasA,Ex,Y,SBrkr,1.5500788095992668,0,-0.11764705882352938,0.7636465808679528,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,-0.9506828398842129,1.1462981632057672,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2010,WD ,Normal,259000
44,528138060,-1.1612617398535,RL,0.09167031454663827,0.2358383391698082,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2309521687187135,Gd,TA,PConc,Gd,TA,No,GLQ,-1.1777424254222941,Unf,-0.3689137607610984,1515.0,1.0426443490846828,GasA,Ex,Y,SBrkr,1.0318413642647524,0,-0.11764705882352938,0.23689726334043398,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2004.0,RFn,2.0,532.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Normal,214000
45,528150070,-1.1612617398535,RL,1.374391703385273,0.7236315084878001,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,1.4593524861665588,Ex,TA,PConc,Ex,TA,Gd,GLQ,1.6153767910175776,Unf,-0.3689137607610984,142.0,2.6000594770542347,GasA,Ex,Y,SBrkr,2.327257977453385,0,-0.11764705882352938,1.5613509072702263,1.0,-0.2520334722678233,2,1,2,-0.16559760788883857,Ex,11,Typ,2,Gd,Attchd,2009.0,Fin,3.0,820.0,TA,TA,Y,-0.9506828398842129,0.869000500477967,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,New,Partial,611657
46,528175010,1.3480369764281728,RL,-1.2299552729031988,-0.6756904450944781,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,1.1792985875827269,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.8248164795742228,Unf,-0.3689137607610984,625.0,0.7162291428611887,GasA,Ex,Y,SBrkr,0.658117601376776,0,-0.11764705882352938,-0.14044522190983788,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2.0,484.0,TA,TA,Y,1.082088066468934,0.5627415813298232,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,New,Partial,224000
47,528176010,-1.1612617398535,RL,1.7637389303053623,0.93538808568847,Pave,,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.5021886239979088,Ex,TA,PConc,Ex,TA,Gd,GLQ,1.2543384926444092,Unf,-0.3689137607610984,1473.0,3.5175458032370193,GasA,Ex,Y,SBrkr,2.714817190388948,0,-0.11764705882352938,1.9626950611806737,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Ex,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,958.0,TA,TA,Y,1.1240753962899004,1.259510016961359,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,500000
48,528176070,0.4810564716684044,RL,1.5710577267056658,0.838046889408603,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2877005005845659,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.677600230840745,Unf,-0.3689137607610984,1093.0,1.3508789042982683,GasA,Ex,Y,SBrkr,1.3179852318084795,563,-0.11764705882352938,1.4101974556882586,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,1,Ex,Attchd,2002.0,Fin,3.0,756.0,TA,TA,Y,1.1481394670035032,1.1894387917982931,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,320000
49,528180070,1.3480369764281728,RL,-0.3373884713437526,-0.32372956945852366,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.3775053402739166,Ex,TA,PConc,Ex,TA,No,GLQ,0.5384369989627693,Unf,-0.3689137607610984,1296.0,1.510186942230901,GasA,Ex,Y,SBrkr,1.4321006618699679,0,-0.11764705882352938,0.6433705249734427,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2.0,576.0,TA,TA,Y,1.0884747518035582,0.9659081224189635,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2010,WD ,Normal,319900
50,528181050,1.3480369764281728,RL,-1.4018252090061507,-0.46084445813362895,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,1.241472525126448,Gd,TA,PConc,Gd,TA,Mn,GLQ,-0.6795652596352812,Unf,-0.3689137607610984,1346.0,0.7411792226207561,GasA,Ex,Y,SBrkr,0.6850458860824112,0,-0.11764705882352938,-0.1133260703720333,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,0.933892587314275,0.7203764055068321,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,205000
51,528188120,1.67232170145664,RL,-1.7006021935777709,-2.2570698825028273,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,1.1412858422841188,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,764.0,-0.6025729854559746,GasA,Ex,Y,SBrkr,-1.1336828054241321,862,-0.11764705882352938,0.4140386282552991,0.0,-0.2520334722678233,2,1,2,-0.16559760788883857,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,-0.9506828398842129,0.4429427474006538,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,175500
52,528218150,-1.1612617398535,RL,1.374391703385273,1.484246663158868,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1324.0,0.6452415895499314,GasA,Ex,Y,SBrkr,0.5804287443712626,0,-0.11764705882352938,-0.2186242374549704,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2005.0,Fin,2.0,430.0,TA,TA,Y,0.5323603972612874,0.36980035093883845,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2010,WD ,Normal,199500
53,528228285,1.3480369764281728,RL,-1.286676966160991,-1.9193006154313308,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6023838031551542,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.7888734069628878,Unf,-0.3689137607610984,1129.0,0.26376017311740785,GasA,Ex,Y,SBrkr,0.13308770892127708,0,-0.11764705882352938,-0.6670505037587029,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,0,,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,0.8750660937494302,1.133860903715737,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2010,WD ,Normal,160000
54,528228440,1.3480369764281728,RL,-1.286676966160991,-1.9306694374599545,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.645801175486949,Gd,TA,PConc,Gd,TA,No,GLQ,-0.6795652596352812,Unf,-0.3689137607610984,1232.0,0.5019074994317526,GasA,Ex,Y,SBrkr,0.4501642269778293,0,-0.11764705882352938,-0.34950953612808605,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,0.9963369148660065,0.3066493559743598,-0.4309900586356161,-0.11309063567309342,3.231921733557124,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,192000
55,528231020,0.8560961095182205,RL,-0.04857801317940553,0.7839487271485727,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.3539132307160491,Unf,-0.3689137607610984,58.0,-1.584860763696684,GasA,Ex,Y,SBrkr,-1.2178118407446914,630,-0.11764705882352938,-0.10433989824693476,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0.8750660937494302,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2010,WD ,Normal,184500
56,528240070,0.4810564716684044,RL,-0.19153716814302726,-0.2754704867034042,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.7251664696834776,Unf,-0.3689137607610984,235.0,-0.3758920586787244,GasA,Ex,Y,SBrkr,-0.759909005718564,1100,-0.11764705882352938,0.9876028145942232,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,8,Typ,2,TA,BuiltIn,2002.0,Fin,2.0,440.0,TA,TA,Y,1.2059062962243212,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,216500
57,528240130,0.4810564716684044,RL,-0.23982337629819714,-0.1027250203900806,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,847.0,-0.40621072132639463,GasA,Ex,Y,SBrkr,-0.8078600439924245,886,-0.11764705882352938,0.6098817678730496,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,0.9919734095971722,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,185088
58,528250100,0.8560961095182205,RL,-0.19153716814302726,-0.30059477479734903,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,GLQ,0.21769672660847547,Unf,-0.3689137607610984,134.0,-1.584860763696684,GasA,Ex,Y,SBrkr,-1.0924891609275265,656,-0.11764705882352938,0.018751469070307038,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2.0,400.0,TA,TA,Y,1.0620352423964101,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,180000
59,528292020,0.4810564716684044,RL,-0.19153716814302726,0.10043142842814351,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2434873122696342,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,884.0,-0.3202119470703364,GasA,Ex,Y,SBrkr,-0.6733689012202774,1151,-0.11764705882352938,1.1026949084488824,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,1,Gd,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,0.9919734095971722,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,222500
60,528328100,0.4810564716684044,RL,1.6871276661358843,1.0039720354028918,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.227641174174985,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1393.0,0.7888511994821715,GasA,Ex,Y,SBrkr,0.7989148366992253,1177,-0.11764705882352938,1.8508682967670147,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,1.4510347223548665,0.4913786006183695,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2010,WD ,Normal,333168
61,528344070,0.4810564716684044,RL,-0.3866826538075703,1.3565407663718638,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.1561699296068417,Gd,TA,PConc,Ex,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1629.0,1.2675323730442536,GasA,Ex,Y,SBrkr,1.241741467041553,830,-0.11764705882352938,1.7015777976219684,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,7,Typ,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,TA,Y,0.3760515233173453,1.3268006832170145,-0.4309900586356161,-0.11309063567309342,3.231961466589473,-0.06675802219656336,,,,-0.19087792627196232,1,2010,WD ,Normal,355000
62,528358010,-1.1612617398535,RL,-0.43632863243688597,0.31769317711909656,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.348070109013596,Gd,TA,PConc,Gd,TA,No,GLQ,0.9725559125774259,Unf,-0.3689137607610984,801.0,1.4474707658594745,GasA,Ex,Y,SBrkr,1.3764922991151245,0,-0.11764705882352938,0.5867529748694679,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,527.0,TA,TA,Y,1.1506918079873232,0.7835818896938544,2.3240578378993986,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,3,2010,WD ,Normal,260400
63,528363130,0.4810564716684044,RL,1.2945466180208514,0.6148765024519937,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.3584441581984805,Gd,TA,PConc,Ex,TA,Av,GLQ,1.0513234293669078,Unf,-0.3689137607610984,431.0,0.9327716595179372,GasA,Ex,Y,SBrkr,0.9616942281802521,1122,-0.11764705882352938,1.8777626127888152,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,9,Typ,2,TA,Attchd,1994.0,RFn,2.0,712.0,TA,TA,Y,1.0722352274597278,0.5211863593081039,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,325000
64,528382020,0.4810564716684044,RL,1.0507099176691166,0.5308096329030387,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3525024077911842,Gd,TA,PConc,Gd,TA,No,GLQ,0.6191118112534483,Unf,-0.3689137607610984,628.0,0.27894063274403974,GasA,Ex,Y,SBrkr,0.18396952724601803,1106,-0.11764705882352938,1.437270097687002,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,0.9643483162453703,0.7919855573293545,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2010,WD ,Normal,290000
